Info 0    [02:00:51.513] Starting TS Server
Info 482  [02:01:23.123] getCompletionData: Get previous token 1: 0.0353701114654541
Info 483  [02:01:23.123] getCompletionsAtPosition: isCompletionListBlocker: 0.0077970027923583984
Info 484  [02:01:23.123] Returning an empty list because completion was requested in an invalid position.
Info 485  [02:01:23.403] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 486  [02:01:23.407] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 51 structureChanged: false Elapsed: 4.662195920944214ms
Info 487  [02:01:23.408] Different program with same set of files:: structureIsReused:: 2
Info 488  [02:01:23.408] getCompletionData: Get current token: 0.015372037887573242
Info 489  [02:01:23.408] getCompletionData: Is inside comment: 0.007590055465698242
Info 490  [02:01:23.408] getCompletionData: Get previous token 1: 0.047770023345947266
Info 491  [02:01:23.408] getCompletionsAtPosition: isCompletionListBlocker: 0.013278961181640625
Info 492  [02:01:23.408] Returning an empty list because completion was requested in an invalid position.
Info 493  [02:01:23.410] getCompletionData: Get current token: 0.012424945831298828
Info 494  [02:01:23.410] getCompletionData: Is inside comment: 0.006324052810668945
Info 495  [02:01:23.410] getCompletionData: Get previous token 1: 0.03643488883972168
Info 496  [02:01:23.410] getCompletionsAtPosition: isCompletionListBlocker: 0.009666919708251953
Info 497  [02:01:23.410] Returning an empty list because completion was requested in an invalid position.
Info 498  [02:01:23.411] getCompletionData: Get current token: 0.014780998229980469
Info 499  [02:01:23.411] getCompletionData: Is inside comment: 0.006379127502441406
Info 500  [02:01:23.412] getCompletionData: Get previous token 1: 0.03690600395202637
Info 501  [02:01:23.412] getCompletionsAtPosition: isCompletionListBlocker: 0.008242130279541016
Info 502  [02:01:23.412] Returning an empty list because completion was requested in an invalid position.
Info 503  [02:01:23.622] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 504  [02:01:23.627] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 52 structureChanged: false Elapsed: 5.22104287147522ms
Info 505  [02:01:23.627] Different program with same set of files:: structureIsReused:: 2
Info 506  [02:01:23.628] getCompletionData: Get current token: 0.012267112731933594
Info 507  [02:01:23.628] getCompletionData: Is inside comment: 0.006008148193359375
Info 508  [02:01:23.628] getCompletionData: Get previous token 1: 0.03705286979675293
Info 509  [02:01:23.628] getCompletionsAtPosition: isCompletionListBlocker: 0.010039091110229492
Info 510  [02:01:23.628] Returning an empty list because completion was requested in an invalid position.
Info 511  [02:01:23.632] getCompletionData: Get current token: 0.011946916580200195
Info 512  [02:01:23.632] getCompletionData: Is inside comment: 0.00628209114074707
Info 513  [02:01:23.633] getCompletionData: Get previous token 1: 0.03129911422729492
Info 514  [02:01:23.633] getCompletionsAtPosition: isCompletionListBlocker: 0.009176969528198242
Info 515  [02:01:23.633] Returning an empty list because completion was requested in an invalid position.
Info 516  [02:01:23.634] getCompletionData: Get current token: 0.009720802307128906
Info 517  [02:01:23.634] getCompletionData: Is inside comment: 0.005330085754394531
Info 518  [02:01:23.634] getCompletionData: Get previous token 1: 0.029574155807495117
Info 519  [02:01:23.634] getCompletionsAtPosition: isCompletionListBlocker: 0.006571054458618164
Info 520  [02:01:23.634] Returning an empty list because completion was requested in an invalid position.
Info 521  [02:01:24.035] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 522  [02:01:24.039] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 53 structureChanged: false Elapsed: 4.732213020324707ms
Info 523  [02:01:24.040] Different program with same set of files:: structureIsReused:: 2
Info 524  [02:01:24.040] getCompletionData: Get current token: 0.010349035263061523
Info 525  [02:01:24.040] getCompletionData: Is inside comment: 0.005320072174072266
Info 526  [02:01:24.040] getCompletionData: Get previous token 1: 0.030963897705078125
Info 527  [02:01:24.040] getCompletionsAtPosition: isCompletionListBlocker: 0.008011102676391602
Info 528  [02:01:24.040] Returning an empty list because completion was requested in an invalid position.
Info 529  [02:01:24.040] getCompletionData: Get current token: 0.00902104377746582
Info 530  [02:01:24.040] getCompletionData: Is inside comment: 0.004742145538330078
Info 531  [02:01:24.040] getCompletionData: Get previous token 1: 0.029214859008789062
Info 532  [02:01:24.041] getCompletionsAtPosition: isCompletionListBlocker: 0.006850004196166992
Info 533  [02:01:24.041] Returning an empty list because completion was requested in an invalid position.
Info 534  [02:01:24.041] getCompletionData: Get current token: 0.010316133499145508
Info 535  [02:01:24.041] getCompletionData: Is inside comment: 0.005269050598144531
Info 536  [02:01:24.041] getCompletionData: Get previous token 1: 0.03274798393249512
Info 537  [02:01:24.041] getCompletionsAtPosition: isCompletionListBlocker: 0.006407976150512695
Info 538  [02:01:24.041] Returning an empty list because completion was requested in an invalid position.
Info 539  [02:01:24.139] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 540  [02:01:24.145] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 54 structureChanged: false Elapsed: 5.539309024810791ms
Info 541  [02:01:24.145] Different program with same set of files:: structureIsReused:: 2
Info 542  [02:01:24.145] getCompletionData: Get current token: 0.011879920959472656
Info 543  [02:01:24.145] getCompletionData: Is inside comment: 0.006504058837890625
Info 544  [02:01:24.145] getCompletionData: Get previous token 1: 0.03811502456665039
Info 545  [02:01:24.145] getCompletionsAtPosition: isCompletionListBlocker: 0.010421991348266602
Info 546  [02:01:24.145] Returning an empty list because completion was requested in an invalid position.
Info 547  [02:01:24.147] getCompletionData: Get current token: 0.010156869888305664
Info 548  [02:01:24.147] getCompletionData: Is inside comment: 0.004987955093383789
Info 549  [02:01:24.147] getCompletionData: Get previous token 1: 0.029187917709350586
Info 550  [02:01:24.147] getCompletionsAtPosition: isCompletionListBlocker: 0.008204936981201172
Info 551  [02:01:24.147] Returning an empty list because completion was requested in an invalid position.
Info 552  [02:01:24.148] getCompletionData: Get current token: 0.010331869125366211
Info 553  [02:01:24.148] getCompletionData: Is inside comment: 0.0057430267333984375
Info 554  [02:01:24.149] getCompletionData: Get previous token 1: 0.029577970504760742
Info 555  [02:01:24.149] getCompletionsAtPosition: isCompletionListBlocker: 0.008383989334106445
Info 556  [02:01:24.149] Returning an empty list because completion was requested in an invalid position.
Info 557  [02:01:24.971] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 558  [02:01:24.976] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 55 structureChanged: false Elapsed: 4.632590055465698ms
Info 559  [02:01:24.976] Different program with same set of files:: structureIsReused:: 2
Info 560  [02:01:24.976] getCompletionData: Get current token: 0.015056133270263672
Info 561  [02:01:24.976] getCompletionData: Is inside comment: 0.007650136947631836
Info 562  [02:01:24.976] getCompletionData: Get previous token 1: 0.04797220230102539
Info 563  [02:01:24.976] getCompletionsAtPosition: isCompletionListBlocker: 0.027444839477539062
Info 564  [02:01:24.976] Returning an empty list because completion was requested in an invalid position.
Info 565  [02:01:24.978] getCompletionData: Get current token: 0.012332916259765625
Info 566  [02:01:24.978] getCompletionData: Is inside comment: 0.006030082702636719
Info 567  [02:01:24.978] getCompletionData: Get previous token 1: 0.035520076751708984
Info 568  [02:01:24.978] getCompletionsAtPosition: isCompletionListBlocker: 0.00858306884765625
Info 569  [02:01:24.978] Returning an empty list because completion was requested in an invalid position.
Info 570  [02:01:24.979] getCompletionData: Get current token: 0.01258397102355957
Info 571  [02:01:24.979] getCompletionData: Is inside comment: 0.006552934646606445
Info 572  [02:01:24.979] getCompletionData: Get previous token 1: 0.03636503219604492
Info 573  [02:01:24.979] getCompletionsAtPosition: isCompletionListBlocker: 0.009213924407958984
Info 574  [02:01:24.979] Returning an empty list because completion was requested in an invalid position.
Info 575  [02:01:25.807] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 576  [02:01:25.812] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 56 structureChanged: false Elapsed: 5.045903921127319ms
Info 577  [02:01:25.813] Different program with same set of files:: structureIsReused:: 2
Info 578  [02:01:26.043] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 579  [02:01:26.049] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 57 structureChanged: false Elapsed: 6.32007098197937ms
Info 580  [02:01:26.049] Different program with same set of files:: structureIsReused:: 2
Info 581  [02:01:26.290] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 582  [02:01:26.296] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 58 structureChanged: false Elapsed: 5.287967920303345ms
Info 583  [02:01:26.296] Different program with same set of files:: structureIsReused:: 2
Info 584  [02:01:27.081] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 585  [02:01:27.087] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 59 structureChanged: false Elapsed: 5.3651018142700195ms
Info 586  [02:01:27.087] Different program with same set of files:: structureIsReused:: 2
Info 587  [02:01:27.371] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 588  [02:01:27.376] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 60 structureChanged: false Elapsed: 5.079807996749878ms
Info 589  [02:01:27.376] Different program with same set of files:: structureIsReused:: 2
Info 590  [02:01:27.376] getCompletionData: Get current token: 0.013829946517944336
Info 591  [02:01:27.376] getCompletionData: Is inside comment: 0.006006002426147461
Info 592  [02:01:27.376] getCompletionData: Get previous token 1: 0.06665897369384766
Info 593  [02:01:27.377] getCompletionData: Get previous token 2: 0.041676998138427734
Info 594  [02:01:27.377] getCompletionsAtPosition: isCompletionListBlocker: 0.0057451725006103516
Info 595  [02:01:27.380] getCompletionData: Semantic work: 3.4018940925598145
Info 596  [02:01:27.390] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 9.434698104858398
Info 597  [02:01:28.107] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 598  [02:01:28.110] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 61 structureChanged: false Elapsed: 3.1013410091400146ms
Info 599  [02:01:28.110] Different program with same set of files:: structureIsReused:: 2
Info 600  [02:01:28.674] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 601  [02:01:28.680] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 62 structureChanged: false Elapsed: 4.915762901306152ms
Info 602  [02:01:28.680] Different program with same set of files:: structureIsReused:: 2
Info 603  [02:01:29.058] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 604  [02:01:29.063] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 63 structureChanged: false Elapsed: 4.510500907897949ms
Info 605  [02:01:29.063] Different program with same set of files:: structureIsReused:: 2
Info 606  [02:01:29.501] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 607  [02:01:29.506] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 64 structureChanged: false Elapsed: 4.945064067840576ms
Info 608  [02:01:29.506] Different program with same set of files:: structureIsReused:: 2
Info 609  [02:01:29.507] getCompletionData: Get current token: 0.018779993057250977
Info 610  [02:01:29.507] getCompletionData: Is inside comment: 0.006257057189941406
Info 611  [02:01:29.507] getCompletionData: Get previous token 1: 0.06123208999633789
Info 612  [02:01:29.507] getCompletionsAtPosition: isCompletionListBlocker: 0.011078119277954102
Info 613  [02:01:29.507] Returning an empty list because completion was requested in an invalid position.
Info 614  [02:01:29.509] getCompletionData: Get current token: 0.014744043350219727
Info 615  [02:01:29.509] getCompletionData: Is inside comment: 0.00627899169921875
Info 616  [02:01:29.509] getCompletionData: Get previous token 1: 0.05012011528015137
Info 617  [02:01:29.509] getCompletionsAtPosition: isCompletionListBlocker: 0.011198043823242188
Info 618  [02:01:29.509] Returning an empty list because completion was requested in an invalid position.
Info 619  [02:01:29.510] getCompletionData: Get current token: 0.012572050094604492
Info 620  [02:01:29.510] getCompletionData: Is inside comment: 0.005322933197021484
Info 621  [02:01:29.510] getCompletionData: Get previous token 1: 0.0421600341796875
Info 622  [02:01:29.510] getCompletionsAtPosition: isCompletionListBlocker: 0.007762908935546875
Info 623  [02:01:29.510] Returning an empty list because completion was requested in an invalid position.
Info 624  [02:01:30.182] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 625  [02:01:30.187] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 65 structureChanged: false Elapsed: 4.9250829219818115ms
Info 626  [02:01:30.188] Different program with same set of files:: structureIsReused:: 2
Info 627  [02:01:30.188] getCompletionData: Get current token: 0.017444133758544922
Info 628  [02:01:30.188] getCompletionData: Is inside comment: 0.006131887435913086
Info 629  [02:01:30.188] getCompletionData: Get previous token 1: 0.058798789978027344
Info 630  [02:01:30.188] getCompletionsAtPosition: isCompletionListBlocker: 0.009930133819580078
Info 631  [02:01:30.188] Returning an empty list because completion was requested in an invalid position.
Info 632  [02:01:30.192] getCompletionData: Get current token: 0.013898849487304688
Info 633  [02:01:30.192] getCompletionData: Is inside comment: 0.005657196044921875
Info 634  [02:01:30.192] getCompletionData: Get previous token 1: 0.042233943939208984
Info 635  [02:01:30.192] getCompletionsAtPosition: isCompletionListBlocker: 0.009510040283203125
Info 636  [02:01:30.192] Returning an empty list because completion was requested in an invalid position.
Info 637  [02:01:30.194] getCompletionData: Get current token: 0.013479948043823242
Info 638  [02:01:30.194] getCompletionData: Is inside comment: 0.005192995071411133
Info 639  [02:01:30.194] getCompletionData: Get previous token 1: 0.04295992851257324
Info 640  [02:01:30.194] getCompletionsAtPosition: isCompletionListBlocker: 0.008060932159423828
Info 641  [02:01:30.194] Returning an empty list because completion was requested in an invalid position.
Info 642  [02:01:30.418] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 643  [02:01:30.423] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 66 structureChanged: false Elapsed: 4.4646971225738525ms
Info 644  [02:01:30.423] Different program with same set of files:: structureIsReused:: 2
Info 645  [02:01:30.423] getCompletionData: Get current token: 0.015962839126586914
Info 646  [02:01:30.423] getCompletionData: Is inside comment: 0.005909919738769531
Info 647  [02:01:30.423] getCompletionData: Get previous token 1: 0.05352497100830078
Info 648  [02:01:30.423] getCompletionsAtPosition: isCompletionListBlocker: 0.009891986846923828
Info 649  [02:01:30.423] Returning an empty list because completion was requested in an invalid position.
Info 650  [02:01:30.425] getCompletionData: Get current token: 0.015295982360839844
Info 651  [02:01:30.425] getCompletionData: Is inside comment: 0.006300210952758789
Info 652  [02:01:30.425] getCompletionData: Get previous token 1: 0.05192279815673828
Info 653  [02:01:30.425] getCompletionsAtPosition: isCompletionListBlocker: 0.009984016418457031
Info 654  [02:01:30.425] Returning an empty list because completion was requested in an invalid position.
Info 655  [02:01:30.426] getCompletionData: Get current token: 0.01564812660217285
Info 656  [02:01:30.426] getCompletionData: Is inside comment: 0.0061719417572021484
Info 657  [02:01:30.427] getCompletionData: Get previous token 1: 0.04070401191711426
Info 658  [02:01:30.427] getCompletionsAtPosition: isCompletionListBlocker: 0.007367849349975586
Info 659  [02:01:30.427] Returning an empty list because completion was requested in an invalid position.
Info 660  [02:01:30.740] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 661  [02:01:30.744] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 67 structureChanged: false Elapsed: 4.374643087387085ms
Info 662  [02:01:30.744] Different program with same set of files:: structureIsReused:: 2
Info 663  [02:01:30.745] getCompletionData: Get current token: 0.016119003295898438
Info 664  [02:01:30.745] getCompletionData: Is inside comment: 0.006439924240112305
Info 665  [02:01:30.745] getCompletionData: Get previous token 1: 0.050972938537597656
Info 666  [02:01:30.745] getCompletionsAtPosition: isCompletionListBlocker: 0.011201858520507812
Info 667  [02:01:30.745] Returning an empty list because completion was requested in an invalid position.
Info 668  [02:01:30.746] getCompletionData: Get current token: 0.015314102172851562
Info 669  [02:01:30.746] getCompletionData: Is inside comment: 0.006042003631591797
Info 670  [02:01:30.746] getCompletionData: Get previous token 1: 0.0500791072845459
Info 671  [02:01:30.746] getCompletionsAtPosition: isCompletionListBlocker: 0.010612010955810547
Info 672  [02:01:30.746] Returning an empty list because completion was requested in an invalid position.
Info 673  [02:01:30.748] getCompletionData: Get current token: 0.015205144882202148
Info 674  [02:01:30.748] getCompletionData: Is inside comment: 0.006367921829223633
Info 675  [02:01:30.748] getCompletionData: Get previous token 1: 0.05108213424682617
Info 676  [02:01:30.748] getCompletionsAtPosition: isCompletionListBlocker: 0.008147001266479492
Info 677  [02:01:30.748] Returning an empty list because completion was requested in an invalid position.
Info 678  [02:01:31.362] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 679  [02:01:31.367] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 68 structureChanged: false Elapsed: 4.701910018920898ms
Info 680  [02:01:31.367] Different program with same set of files:: structureIsReused:: 2
Info 681  [02:01:31.367] getCompletionData: Get current token: 0.02031397819519043
Info 682  [02:01:31.367] getCompletionData: Is inside comment: 0.008121967315673828
Info 683  [02:01:31.367] getCompletionData: Get previous token 1: 0.0698080062866211
Info 684  [02:01:31.367] getCompletionsAtPosition: isCompletionListBlocker: 0.00983881950378418
Info 685  [02:01:31.367] Returning an empty list because completion was requested in an invalid position.
Info 686  [02:01:31.369] getCompletionData: Get current token: 0.015332937240600586
Info 687  [02:01:31.369] getCompletionData: Is inside comment: 0.0064280033111572266
Info 688  [02:01:31.369] getCompletionData: Get previous token 1: 0.050885915756225586
Info 689  [02:01:31.369] getCompletionsAtPosition: isCompletionListBlocker: 0.008959054946899414
Info 690  [02:01:31.369] Returning an empty list because completion was requested in an invalid position.
Info 691  [02:01:31.370] getCompletionData: Get current token: 0.015517950057983398
Info 692  [02:01:31.370] getCompletionData: Is inside comment: 0.006175041198730469
Info 693  [02:01:31.371] getCompletionData: Get previous token 1: 0.05077505111694336
Info 694  [02:01:31.371] getCompletionsAtPosition: isCompletionListBlocker: 0.007928133010864258
Info 695  [02:01:31.371] Returning an empty list because completion was requested in an invalid position.
Info 696  [02:01:31.499] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 697  [02:01:31.503] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 69 structureChanged: false Elapsed: 4.666084051132202ms
Info 698  [02:01:31.503] Different program with same set of files:: structureIsReused:: 2
Info 699  [02:01:31.504] getCompletionData: Get current token: 0.588472843170166
Info 700  [02:01:31.504] getCompletionData: Is inside comment: 0.009252786636352539
Info 701  [02:01:31.505] getCompletionData: Get previous token 1: 0.06428003311157227
Info 702  [02:01:31.505] getCompletionsAtPosition: isCompletionListBlocker: 0.011522054672241211
Info 703  [02:01:31.505] Returning an empty list because completion was requested in an invalid position.
Info 704  [02:01:31.507] getCompletionData: Get current token: 0.01622605323791504
Info 705  [02:01:31.507] getCompletionData: Is inside comment: 0.006696224212646484
Info 706  [02:01:31.507] getCompletionData: Get previous token 1: 0.05121278762817383
Info 707  [02:01:31.507] getCompletionsAtPosition: isCompletionListBlocker: 0.01137089729309082
Info 708  [02:01:31.507] Returning an empty list because completion was requested in an invalid position.
Info 709  [02:01:31.508] getCompletionData: Get current token: 0.012850046157836914
Info 710  [02:01:31.508] getCompletionData: Is inside comment: 0.005714893341064453
Info 711  [02:01:31.508] getCompletionData: Get previous token 1: 0.04311800003051758
Info 712  [02:01:31.508] getCompletionsAtPosition: isCompletionListBlocker: 0.009222984313964844
Info 713  [02:01:31.508] Returning an empty list because completion was requested in an invalid position.
Info 714  [02:01:32.251] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 715  [02:01:32.256] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 70 structureChanged: false Elapsed: 4.620996952056885ms
Info 716  [02:01:32.256] Different program with same set of files:: structureIsReused:: 2
Info 717  [02:01:32.256] getCompletionData: Get current token: 0.015278100967407227
Info 718  [02:01:32.256] getCompletionData: Is inside comment: 0.007323026657104492
Info 719  [02:01:32.257] getCompletionData: Get previous token 1: 0.05430197715759277
Info 720  [02:01:32.257] getCompletionsAtPosition: isCompletionListBlocker: 0.01059103012084961
Info 721  [02:01:32.257] Returning an empty list because completion was requested in an invalid position.
Info 722  [02:01:32.258] getCompletionData: Get current token: 0.01586008071899414
Info 723  [02:01:32.258] getCompletionData: Is inside comment: 0.006367921829223633
Info 724  [02:01:32.259] getCompletionData: Get previous token 1: 0.05147504806518555
Info 725  [02:01:32.259] getCompletionsAtPosition: isCompletionListBlocker: 0.010360002517700195
Info 726  [02:01:32.259] Returning an empty list because completion was requested in an invalid position.
Info 727  [02:01:32.260] getCompletionData: Get current token: 0.013695001602172852
Info 728  [02:01:32.260] getCompletionData: Is inside comment: 0.00592803955078125
Info 729  [02:01:32.260] getCompletionData: Get previous token 1: 0.044291019439697266
Info 730  [02:01:32.260] getCompletionsAtPosition: isCompletionListBlocker: 0.008708953857421875
Info 731  [02:01:32.260] Returning an empty list because completion was requested in an invalid position.
Info 732  [02:01:32.358] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 733  [02:01:32.361] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 71 structureChanged: false Elapsed: 3.2051479816436768ms
Info 734  [02:01:32.361] Different program with same set of files:: structureIsReused:: 2
Info 735  [02:01:32.465] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 736  [02:01:32.470] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 72 structureChanged: false Elapsed: 4.972228050231934ms
Info 737  [02:01:32.470] Different program with same set of files:: structureIsReused:: 2
Info 738  [02:01:32.471] getCompletionData: Get current token: 0.015136957168579102
Info 739  [02:01:32.471] getCompletionData: Is inside comment: 0.005972146987915039
Info 740  [02:01:32.471] getCompletionData: Get previous token 1: 0.050872087478637695
Info 741  [02:01:32.471] getCompletionsAtPosition: isCompletionListBlocker: 0.010232925415039062
Info 742  [02:01:32.471] Returning an empty list because completion was requested in an invalid position.
Info 743  [02:01:32.472] getCompletionData: Get current token: 0.01418304443359375
Info 744  [02:01:32.472] getCompletionData: Is inside comment: 0.006351947784423828
Info 745  [02:01:32.474] getCompletionData: Get previous token 1: 1.4715590476989746
Info 746  [02:01:32.474] getCompletionsAtPosition: isCompletionListBlocker: 0.011296987533569336
Info 747  [02:01:32.474] Returning an empty list because completion was requested in an invalid position.
Info 748  [02:01:32.475] getCompletionData: Get current token: 0.012058019638061523
Info 749  [02:01:32.475] getCompletionData: Is inside comment: 0.005170106887817383
Info 750  [02:01:32.475] getCompletionData: Get previous token 1: 0.042127132415771484
Info 751  [02:01:32.476] getCompletionsAtPosition: isCompletionListBlocker: 0.007478952407836914
Info 752  [02:01:32.476] Returning an empty list because completion was requested in an invalid position.
Info 753  [02:01:33.387] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 754  [02:01:33.391] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 73 structureChanged: false Elapsed: 4.368614912033081ms
Info 755  [02:01:33.391] Different program with same set of files:: structureIsReused:: 2
Info 756  [02:01:33.898] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 757  [02:01:33.916] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 74 structureChanged: false Elapsed: 4.2810821533203125ms
Info 758  [02:01:33.916] Different program with same set of files:: structureIsReused:: 2
Info 759  [02:01:34.982] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 760  [02:01:34.988] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 75 structureChanged: false Elapsed: 5.528231143951416ms
Info 761  [02:01:34.988] Different program with same set of files:: structureIsReused:: 2
Info 762  [02:01:35.303] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 763  [02:01:35.310] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 76 structureChanged: false Elapsed: 6.5943520069122314ms
Info 764  [02:01:35.310] Different program with same set of files:: structureIsReused:: 2
Info 765  [02:01:35.599] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 766  [02:01:35.603] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 77 structureChanged: false Elapsed: 3.3891189098358154ms
Info 767  [02:01:35.603] Different program with same set of files:: structureIsReused:: 2
Info 768  [02:01:36.818] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 769  [02:01:36.823] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 78 structureChanged: false Elapsed: 5.696521043777466ms
Info 770  [02:01:36.824] Different program with same set of files:: structureIsReused:: 2
Info 771  [02:01:37.391] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 772  [02:01:37.396] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 79 structureChanged: false Elapsed: 4.286654949188232ms
Info 773  [02:01:37.396] Different program with same set of files:: structureIsReused:: 2
Info 774  [02:01:37.398] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 775  [02:01:37.401] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 80 structureChanged: false Elapsed: 2.614129066467285ms
Info 776  [02:01:37.401] Different program with same set of files:: structureIsReused:: 2
Info 777  [02:01:38.084] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 778  [02:01:38.089] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 81 structureChanged: false Elapsed: 5.015692949295044ms
Info 779  [02:01:38.089] Different program with same set of files:: structureIsReused:: 2
Info 780  [02:01:38.780] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 781  [02:01:38.785] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 82 structureChanged: false Elapsed: 4.688755035400391ms
Info 782  [02:01:38.785] Different program with same set of files:: structureIsReused:: 2
Info 783  [02:01:38.785] getCompletionData: Get current token: 0.023539066314697266
Info 784  [02:01:38.785] getCompletionData: Is inside comment: 0.007963180541992188
Info 785  [02:01:38.785] getCompletionData: Get previous token 1: 0.09085798263549805
Info 786  [02:01:38.785] getCompletionsAtPosition: isCompletionListBlocker: 0.011075019836425781
Info 787  [02:01:38.786] Returning an empty list because completion was requested in an invalid position.
Info 788  [02:01:38.787] getCompletionData: Get current token: 0.017874956130981445
Info 789  [02:01:38.787] getCompletionData: Is inside comment: 0.006203889846801758
Info 790  [02:01:38.787] getCompletionData: Get previous token 1: 0.049942970275878906
Info 791  [02:01:38.787] getCompletionsAtPosition: isCompletionListBlocker: 0.008481025695800781
Info 792  [02:01:38.787] Returning an empty list because completion was requested in an invalid position.
Info 793  [02:01:38.789] getCompletionData: Get current token: 0.018012046813964844
Info 794  [02:01:38.789] getCompletionData: Is inside comment: 0.006129026412963867
Info 795  [02:01:38.789] getCompletionData: Get previous token 1: 0.049986839294433594
Info 796  [02:01:38.789] getCompletionsAtPosition: isCompletionListBlocker: 0.008183002471923828
Info 797  [02:01:38.789] Returning an empty list because completion was requested in an invalid position.
Info 798  [02:01:39.139] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 799  [02:01:39.144] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 83 structureChanged: false Elapsed: 4.467477798461914ms
Info 800  [02:01:39.144] Different program with same set of files:: structureIsReused:: 2
Info 801  [02:01:39.145] getCompletionData: Get current token: 0.019888877868652344
Info 802  [02:01:39.145] getCompletionData: Is inside comment: 0.006227970123291016
Info 803  [02:01:39.145] getCompletionData: Get previous token 1: 0.05500197410583496
Info 804  [02:01:39.145] getCompletionsAtPosition: isCompletionListBlocker: 0.01054692268371582
Info 805  [02:01:39.145] Returning an empty list because completion was requested in an invalid position.
Info 806  [02:01:39.146] getCompletionData: Get current token: 0.018097877502441406
Info 807  [02:01:39.146] getCompletionData: Is inside comment: 0.006709098815917969
Info 808  [02:01:39.146] getCompletionData: Get previous token 1: 0.04994511604309082
Info 809  [02:01:39.147] getCompletionsAtPosition: isCompletionListBlocker: 0.008374929428100586
